sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,decile_score,priors_count,two_year_recid
Female,52,African-American,0,1,0,0,0,F,Aggravated Assault w/Firearm,0,1,0,0
Male,23,African-American,1,9,0,1,3,F,Grand Theft Firearm,0,9,3,0
Female,26,African-American,0,2,0,0,1,M,Battery,0,2,1,0
Male,22,Caucasian,0,8,1,0,1,F,Grand Theft in the 3rd Degree,1,8,1,1
Male,42,Caucasian,0,4,0,0,3,F,Possession of Cocaine,0,4,3,0
Male,23,African-American,0,10,3,1,6,F,Burglary Conveyance Unoccup,1,10,6,1
Male,33,Other,0,3,0,0,4,F,Pos Cannabis For Consideration,1,3,4,1
Male,28,African-American,0,3,0,0,1,F,arrest case no charge,0,3,1,0
Female,37,Caucasian,0,4,0,0,4,M,Susp Drivers Lic 1st Offense,0,4,4,0
Male,50,Caucasian,0,1,0,0,1,F,Crim Use of Personal ID Info,1,1,1,0
Male,38,Native American,0,10,0,1,25,M,Assault,1,10,25,1
Male,32,African-American,0,7,0,0,1,F,arrest case no charge,0,7,1,0
Male,24,Hispanic,0,6,0,0,3,F,Burglary Conveyance Unoccup,1,6,3,1
Male,51,African-American,0,2,0,0,3,F,Grand Theft in the 3rd Degree,0,2,3,0
Male,19,Caucasian,0,4,0,0,1,M,Battery,1,4,1,1
Male,32,African-American,0,5,0,0,4,F,arrest case no charge,0,5,4,0
Female,31,Caucasian,0,3,0,0,1,F,Possession of Cocaine,1,3,1,1
Female,29,African-American,0,5,0,0,1,F,arrest case no charge,0,5,1,0
Male,43,Hispanic,0,1,0,0,0,M,Battery,0,1,0,0
Male,26,African-American,0,7,0,0,9,F,Driving While License Revoked,1,7,9,1
Male,27,Caucasian,0,10,0,0,0,F,Uttering Forged Bills,1,10,0,1
Male,52,Caucasian,0,1,0,0,1,F,Burglary Conveyance Unoccup,1,1,1,1
Male,27,Hispanic,0,1,0,0,1,M,Expired DL More Than 6 Months,0,1,1,0
Female,57,Hispanic,0,2,0,0,1,M,Battery,0,2,1,0
Male,28,African-American,0,6,0,0,3,M,arrest case no charge,1,6,3,1
Male,32,African-American,0,1,0,0,3,F,Burglary Unoccupied Dwelling,1,1,3,1
Male,27,African-American,0,3,0,0,5,M,Expired DL More Than 6 Months,1,3,5,1
Male,45,Hispanic,0,1,0,0,0,M,Stalking,1,1,0,1
Female,42,Caucasian,0,1,0,0,0,M,Driving Under The Influence,0,1,0,0
Male,33,African-American,0,2,0,0,0,F,Felony Driving While Lic Suspd,1,2,0,1
Male,26,Caucasian,0,4,0,0,4,M,Battery,1,4,4,0
Female,28,Caucasian,0,4,0,1,3,M,Battery,0,4,3,0
Female,53,Caucasian,0,1,0,0,0,M,DUI Property Damage/Injury,0,1,0,0
Male,24,Caucasian,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0,2,0,0
Male,28,Hispanic,0,2,0,0,1,F,Possession Burglary Tools,0,2,1,0
Male,28,Hispanic,0,5,0,0,1,F,Felony Battery (Dom Strang),0,5,1,0
Male,39,African-American,0,7,0,1,6,M,Disorderly Conduct,1,7,6,1
Male,22,African-American,0,7,0,0,1,F,Possession of Cocaine,1,7,1,1
Male,46,African-American,0,2,0,0,2,F,Grand Theft in the 3rd Degree,1,2,2,1
Male,25,African-American,0,2,0,0,0,M,Battery,0,2,0,0
Male,52,Caucasian,0,5,0,0,1,F,arrest case no charge,0,5,1,0
Male,28,African-American,0,2,0,0,4,M,Battery,1,2,4,1
Female,57,Caucasian,0,1,0,0,1,F,Possession of Cocaine,1,1,1,1
Male,49,African-American,0,1,0,0,3,F,arrest case no charge,1,1,3,1
Male,21,African-American,0,9,0,0,2,F,Possession of Cocaine,1,9,2,1
Male,32,African-American,0,10,0,0,19,F,Possession of Cocaine,1,10,19,1
Male,63,African-American,0,9,0,0,3,M,Trespass Structure/Conveyance,0,9,3,0
Male,29,Caucasian,0,3,0,0,2,F,False Imprisonment,0,3,2,0
Male,46,African-American,0,1,0,0,0,M,Battery,0,1,0,0
Male,23,African-American,0,10,0,0,5,F,arrest case no charge,1,10,5,1
Male,28,African-American,0,7,0,0,10,M,Battery,1,7,10,1
Male,27,African-American,0,2,0,0,1,F,arrest case no charge,0,2,1,0
Female,69,Hispanic,0,1,0,0,0,M,DUI - Enhanced,0,1,0,0
Male,47,Hispanic,0,1,0,0,0,M,Battery,0,1,0,0
Male,45,Hispanic,0,3,0,0,1,F,Sex Offender Fail Comply W/Law,0,3,1,0
Female,33,Caucasian,0,1,0,0,1,M,Battery,0,1,1,0
Female,27,Hispanic,0,2,0,0,0,M,Battery,1,2,0,1
Male,47,Caucasian,0,5,0,0,4,F,Battery Emergency Care Provide,1,5,4,1
Male,32,African-American,0,9,0,0,14,F,Grand Theft (Motor Vehicle),1,9,14,1
Male,24,African-American,0,7,0,0,2,F,Crim Use of Personal ID Info,0,7,2,0
Male,26,African-American,0,10,0,0,5,F,Felony Driving While Lic Suspd,1,10,5,1
Male,47,Hispanic,0,4,0,0,0,M,Battery,0,4,0,0
Male,25,Caucasian,0,5,0,0,1,F,Possession of Cocaine,0,5,1,0
Male,21,African-American,0,8,0,0,1,F,Possession of Cocaine,0,8,1,0
Male,25,African-American,0,2,0,0,2,M,Battery,1,2,2,1
Male,22,African-American,1,7,1,0,6,F,arrest case no charge,1,7,6,1
Female,26,Caucasian,0,6,0,0,0,F,Possession Of Alprazolam,0,6,0,0
Male,20,Caucasian,0,4,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,4,0,0
Male,30,African-American,0,5,0,0,1,M,Battery,1,5,1,1
Male,45,African-American,0,5,0,0,0,F,Possession of Morphine,1,5,0,1
Male,33,African-American,0,7,0,0,7,F,Possession of Cocaine,1,7,7,1
Male,35,Caucasian,0,1,0,0,2,F,Child Abuse,0,1,2,0
Male,41,Caucasian,0,1,0,0,5,F,Felony Driving While Lic Suspd,0,1,5,0
Male,23,Caucasian,0,3,0,0,0,M,Viol Injunct Domestic Violence,0,3,0,0
Female,21,Caucasian,0,5,1,0,0,M,Driving Under The Influence,1,5,0,1
Male,54,African-American,0,1,0,0,0,F,Possession of Cocaine,0,1,0,0
Male,27,African-American,0,6,0,0,10,F,arrest case no charge,1,6,10,1
Male,22,Caucasian,0,3,0,0,0,M,Disorderly Conduct,0,3,0,0
Female,21,Hispanic,0,7,0,0,0,M,Battery,1,7,0,1
Male,23,African-American,0,6,0,0,2,F,Pos Cannabis W/Intent Sel/Del,1,6,2,1
Male,30,Hispanic,0,1,0,0,1,M,Battery,0,1,1,0
Male,36,African-American,0,8,0,0,5,M,Viol Injunct Domestic Violence,1,8,5,1
Female,24,Hispanic,0,6,0,0,2,F,Possession of Cocaine,1,6,2,1
Male,29,African-American,0,7,0,1,10,F,Deliver Cannabis,1,7,10,1
Male,54,African-American,0,5,0,0,4,M,Battery,1,5,4,1
Male,22,Caucasian,0,5,0,0,2,M,Battery,1,5,2,1
Male,38,Caucasian,0,1,0,0,2,F,"Poss3,4 Methylenedioxymethcath",0,1,2,0
Male,26,African-American,0,4,0,0,0,M,Battery,1,4,0,1
Female,20,African-American,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0,4,0,0
Male,56,Hispanic,0,1,0,0,0,M,,0,1,0,0
Male,52,African-American,0,1,0,0,6,M,Battery,1,1,6,1
Male,29,African-American,0,1,0,0,0,F,Sale/Del Counterfeit Cont Subs,0,1,0,0
Female,23,African-American,0,7,0,0,6,M,Operating W/O Valid License,0,7,6,0
Male,35,African-American,0,1,0,0,1,M,arrest case no charge,0,1,1,0
Male,32,Caucasian,0,9,0,0,8,F,Felony Petit Theft,1,9,8,1
Male,21,African-American,0,7,0,0,1,M,Battery,1,7,1,1
Male,25,Hispanic,0,3,0,0,0,F,Burglary Structure Unoccup,0,3,0,0
Male,32,African-American,0,2,1,0,5,M,Battery,1,2,5,1
Male,30,African-American,0,4,0,0,4,M,Battery,1,4,4,1
Female,30,African-American,0,4,0,0,3,F,Introduce Contraband Into Jail,0,4,3,0
Male,23,African-American,0,7,0,0,2,F,arrest case no charge,1,7,2,1
Male,32,Caucasian,1,4,0,0,8,F,Burglary Dwelling Occupied,1,4,8,0
Male,52,Caucasian,0,1,0,0,1,F,Possession Child Pornography,0,1,1,0
Male,29,African-American,0,10,0,0,6,F,arrest case no charge,1,10,6,1
Male,42,Caucasian,0,1,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,1,0,0
Male,21,African-American,0,8,0,1,0,F,Possession Burglary Tools,1,8,0,1
Female,36,Caucasian,0,9,0,0,4,F,arrest case no charge,1,9,4,1
Female,22,African-American,0,3,0,0,0,M,Battery,0,3,0,0
Male,45,Hispanic,0,1,0,0,2,F,Sex Battery Deft 18+/Vict 11-,0,1,2,0
Male,29,African-American,0,2,0,0,0,M,Posses/Disply Susp/Revk/Frd DL,0,2,0,0
Male,54,African-American,0,2,0,0,2,M,Robbery / No Weapon,0,2,2,0
Male,30,African-American,0,5,0,0,6,F,arrest case no charge,1,5,6,1
Male,51,African-American,0,4,0,0,17,M,DUI Blood Alcohol Above 0.20,0,4,17,0
Male,45,Hispanic,0,3,0,0,20,F,Driving While License Revoked,1,3,20,1
Male,27,African-American,0,3,0,0,3,F,Burglary Conveyance Armed,1,3,3,1
Male,24,Hispanic,0,2,0,0,1,F,arrest case no charge,1,2,1,1
Male,24,Caucasian,0,6,0,0,2,F,Possession Of Alprazolam,0,6,2,0
Male,23,African-American,0,7,0,0,2,M,Battery,0,7,2,0
Female,42,Other,0,3,0,0,2,M,Crim Attempt/Solicit/Consp,0,3,2,0
Male,36,African-American,0,4,0,0,5,F,Possession of Cocaine,0,4,5,0
Female,38,African-American,0,7,1,0,8,M,Battery,1,7,8,1
Male,69,Hispanic,0,1,0,0,0,M,Battery,0,1,0,0
Male,21,Hispanic,0,5,0,1,1,F,arrest case no charge,1,5,1,1
Male,59,Hispanic,0,1,0,0,1,M,License Suspended Revoked,0,1,1,0
Male,39,African-American,0,6,0,0,1,F,arrest case no charge,0,6,1,0
Male,29,African-American,0,6,0,0,2,F,Burglary Conveyance Armed,0,6,2,0
Male,22,Hispanic,0,7,0,0,1,M,Battery,1,7,1,1
Male,28,African-American,0,4,0,0,1,F,Aggravated Assault W/dead Weap,0,4,1,0
Male,44,Caucasian,0,3,0,0,6,F,Driving While License Revoked,0,3,6,0
Male,25,African-American,0,5,0,0,2,F,Grand Theft (Motor Vehicle),0,5,2,0
Male,31,African-American,0,10,0,0,0,F,Driving While License Revoked,0,10,0,0
Male,35,African-American,0,7,1,0,17,M,Battery,1,7,17,1
Male,27,African-American,0,10,0,0,11,M,arrest case no charge,1,10,11,1
Male,33,African-American,0,5,0,0,1,F,Tamper With Witness/Victim/CI,0,5,1,0
Male,28,African-American,0,9,0,0,6,F,Carrying Concealed Firearm,1,9,6,1
Male,20,African-American,1,10,0,1,1,F,arrest case no charge,1,10,1,1
Male,60,Caucasian,0,1,0,0,1,F,arrest case no charge,0,1,1,0
Male,53,Hispanic,0,1,0,0,0,M,Battery,0,1,0,0
Male,51,Hispanic,0,1,0,0,0,F,Live on Earnings of Prostitute,1,1,0,1
Male,25,Hispanic,0,2,0,0,1,F,arrest case no charge,0,2,1,0
Male,27,African-American,2,7,1,0,5,F,Robbery W/Firearm,1,7,5,1
Female,54,African-American,0,1,0,0,0,F,Aggravated Assault W/Dead Weap,0,1,0,0
Female,26,African-American,0,5,0,1,3,M,Possess Cannabis/20 Grams Or Less,0,5,3,0
Male,24,Caucasian,1,4,2,0,3,M,Battery,0,4,3,0
Male,55,Hispanic,0,2,0,0,1,F,arrest case no charge,1,2,1,1
Male,26,Hispanic,0,3,0,0,0,F,Unauth Poss ID Card or DL,0,3,0,0
Female,75,African-American,0,1,0,0,5,F,arrest case no charge,0,1,5,0
Male,36,African-American,0,5,0,0,16,F,Driving While License Revoked,1,5,16,1
Male,56,African-American,0,3,0,0,8,F,arrest case no charge,0,3,8,0
Male,34,Other,0,2,0,0,0,F,Battery on Law Enforc Officer,1,2,0,1
Female,25,African-American,0,7,0,0,5,M,Viol Pretrial Release Dom Viol,1,7,5,1
Male,46,Caucasian,0,1,0,0,0,F,Leaving the Scene of Accident,0,1,0,0
Male,27,African-American,0,2,0,0,1,F,arrest case no charge,0,2,1,0
Male,24,African-American,0,6,0,0,1,M,arrest case no charge,0,6,1,0
Male,28,African-American,0,3,0,0,3,M,Criminal Mischief Damage <$200,1,3,3,1
Male,42,African-American,1,8,0,1,13,M,Prowling/Loitering,1,8,13,1
Male,59,African-American,0,1,0,0,2,M,Driving Under The Influence,0,1,2,0
Male,39,Caucasian,0,1,0,0,1,F,Money Launder 100K or More Dols,0,1,1,0
Male,46,Caucasian,0,4,0,0,5,M,Battery,0,4,5,0
Male,25,Other,0,2,0,0,1,F,Fraudulent Use of Credit Card,0,2,1,0
Male,55,Caucasian,0,1,0,0,2,F,Lewd or Lascivious Molestation,0,1,2,0
Male,35,African-American,0,10,0,0,1,M,Petit Theft,1,10,1,1
Male,43,African-American,0,1,0,0,0,M,Battery,1,1,0,1
Female,53,Caucasian,0,1,0,0,0,M,Driving Under The Influence,0,1,0,0
Female,21,African-American,0,5,0,0,0,M,Battery,0,5,0,0
Male,55,African-American,0,10,0,0,17,F,Possession of Cocaine,1,10,17,1
Male,27,African-American,0,3,0,0,1,F,Possession of Cannabis,1,3,1,1
Male,40,African-American,0,1,0,0,0,F,Felony Battery (Dom Strang),0,1,0,0
Female,37,Caucasian,0,1,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,1,0,0
Male,32,Caucasian,0,2,0,0,2,M,Battery,1,2,2,1
Male,32,African-American,0,2,0,0,2,M,Burglary Structure Unoccup,0,2,2,0
Male,36,African-American,0,5,0,0,4,M,Battery,1,5,4,1
Male,22,Hispanic,0,3,0,0,0,M,Possess Drug Paraphernalia,0,3,0,0
Female,31,African-American,0,8,0,0,0,F,Grand Theft in the 3rd Degree,0,8,0,0
Female,26,African-American,0,7,0,0,4,F,Felony Driving While Lic Suspd,1,7,4,1
Female,50,Caucasian,0,6,0,0,30,M,arrest case no charge,1,6,30,1
Male,47,African-American,0,3,0,0,4,F,Possession of Cocaine,0,3,4,0
Male,36,African-American,0,3,0,0,2,F,Crim Use of Personal ID Info,1,3,2,0
Female,38,Caucasian,0,1,0,0,0,F,Child Abuse,0,1,0,0
Male,35,Other,0,1,0,0,0,F,Grand Theft (Motor Vehicle),0,1,0,0
Male,53,Caucasian,0,1,0,0,0,F,Child Abuse,0,1,0,0
Male,53,African-American,0,3,0,0,2,F,Felony Driving While Lic Suspd,0,3,2,0
Male,57,African-American,0,7,0,0,19,F,Felony Battery w/Prior Convict,0,7,19,0
Male,22,African-American,0,8,0,0,5,F,arrest case no charge,1,8,5,1
Male,21,African-American,0,10,0,0,0,F,Grand Theft in the 3rd Degree,1,10,0,1
Male,26,African-American,0,3,0,0,0,F,Carrying Concealed Firearm,1,3,0,1
Female,24,African-American,0,3,0,0,1,F,Aggravated Assault W/dead Weap,1,3,1,0
Male,27,African-American,0,5,0,0,2,F,Agg Battery Grt/Bod/Harm,0,5,2,0
Female,49,Caucasian,0,5,0,0,4,F,arrest case no charge,0,5,4,0
Male,47,Caucasian,0,3,0,0,1,F,Possession of Cocaine,1,3,1,1
Male,30,African-American,0,10,0,0,8,F,Possession of Cocaine,1,10,8,1
Male,44,Caucasian,0,1,0,0,3,F,Possession of Cocaine,0,1,3,0
Male,34,African-American,0,1,0,0,1,F,Aggravated Assault W/dead Weap,0,1,1,0
Male,45,African-American,0,3,0,0,10,F,Aggrav Battery w/Deadly Weapon,1,3,10,1
Male,38,Hispanic,0,4,0,0,0,F,Burglary Conveyance Unoccup,0,4,0,0
Male,50,Caucasian,0,1,0,0,2,M,Battery,0,1,2,0
Male,29,Caucasian,0,6,0,0,1,M,Battery,0,6,1,0
Male,26,Caucasian,0,4,0,0,0,F,"Deliver 3,4 Methylenediox",0,4,0,0
Male,44,Hispanic,0,1,0,0,2,M,arrest case no charge,0,1,2,0
Female,22,African-American,0,6,0,0,1,F,Grand Theft in the 3rd Degree,1,6,1,1
Male,47,Hispanic,0,1,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,1,0,0
Male,49,Caucasian,0,1,0,0,0,F,Possession of Cocaine,0,1,0,0
Male,49,African-American,0,3,0,0,1,F,Resist Officer w/Violence,1,3,1,1
Male,59,Caucasian,0,1,0,0,2,F,arrest case no charge,0,1,2,0
Male,32,Caucasian,0,5,0,0,6,M,Battery,0,5,6,0
Male,24,African-American,0,2,0,2,1,M,Susp Drivers Lic 1st Offense,1,2,1,1
Male,40,Hispanic,0,2,0,0,0,M,DUI - Enhanced,0,2,0,0
Male,32,African-American,0,1,0,0,0,F,False Imprisonment,0,1,0,0
Female,54,Hispanic,0,1,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,1,0,0
Male,27,African-American,0,10,0,1,9,F,arrest case no charge,1,10,9,1
Female,40,Hispanic,0,1,0,0,1,M,Battery,0,1,1,0
Male,25,Caucasian,0,8,0,0,2,M,Opert With Susp DL 2nd Offens,0,8,2,0
Male,34,African-American,0,6,0,0,1,M,Possess Cannabis/20 Grams Or Less,0,6,1,0
Female,62,Caucasian,0,1,0,0,2,F,Aggravated Assault W/o Firearm,1,1,2,1
Male,20,Caucasian,0,5,0,0,0,M,Battery,1,5,0,1
Male,37,African-American,2,9,0,0,18,M,Battery,0,9,18,0
Female,30,Caucasian,0,10,0,0,5,F,Tampering With Physical Evidence,1,10,5,1
Male,23,African-American,0,6,0,0,1,F,Unauth Poss ID Card or DL,1,6,1,1
Female,20,African-American,0,8,0,0,0,F,Grand Theft in the 3rd Degree,0,8,0,0
Male,29,Caucasian,0,7,0,0,7,M,Criminal Mischief Damage <$200,1,7,7,1
Male,24,African-American,0,2,0,0,1,F,Robbery W/Firearm,0,2,1,0
Female,54,Caucasian,0,3,0,0,1,M,Resist Officer w/Violence,0,3,1,0
Male,66,African-American,0,1,0,0,3,F,Possession of Cocaine,0,1,3,0
Male,50,Caucasian,0,2,0,0,8,F,arrest case no charge,0,2,8,0
Male,50,African-American,0,2,0,0,7,F,Aggrav Battery w/Deadly Weapon,0,2,7,0
Male,40,Caucasian,0,1,0,0,3,F,Felony Driving While Lic Suspd,0,1,3,0
Female,30,African-American,0,7,0,0,4,M,Operating W/O Valid License,1,7,4,1
Female,24,Caucasian,0,7,0,0,2,F,arrest case no charge,0,7,2,0
Male,24,Hispanic,0,6,0,0,0,F,Felony Battery,1,6,0,1
Female,23,African-American,0,5,0,0,3,F,arrest case no charge,1,5,3,1
Male,24,African-American,0,8,0,0,4,M,Lve/Scen/Acc/Veh/Prop/Damage,1,8,4,1
Male,54,Caucasian,0,1,0,0,3,M,Operating W/O Valid License,1,1,3,1
Male,25,Caucasian,0,10,0,2,4,M,Possess Cannabis/20 Grams Or Less,0,10,4,0
Male,46,Caucasian,0,1,0,0,1,M,Viol Pretrial Release Dom Viol,0,1,1,0
Female,35,Hispanic,0,8,0,0,10,F,Felony Battery w/Prior Convict,0,8,10,0
Male,25,Other,0,5,0,0,1,F,Burglary Unoccupied Dwelling,0,5,1,0
Female,22,Caucasian,0,3,0,0,0,M,Disorderly Conduct,0,3,0,0
Female,32,Caucasian,0,2,0,0,1,F,Tamper With Witness/Victim/CI,0,2,1,0
Male,25,African-American,0,3,0,0,0,M,Resist/Obstruct W/O Violence,1,3,0,1
Male,22,African-American,0,8,0,0,3,F,arrest case no charge,1,8,3,1
Male,33,African-American,0,9,0,0,16,F,Driving While License Revoked,1,9,16,1
Female,49,Caucasian,0,1,0,0,0,M,Battery,1,1,0,1
Male,30,African-American,0,5,0,0,10,F,arrest case no charge,0,5,10,0
Male,33,African-American,0,5,0,0,4,M,Battery,1,5,4,1
Male,24,African-American,0,2,0,0,0,F,Poss Unlaw Issue Driver Licenc,0,2,0,0
Male,33,African-American,0,9,0,1,12,M,Battery,1,9,12,1
Male,37,Caucasian,0,2,0,0,0,M,Susp Drivers Lic 1st Offense,1,2,0,0
Female,40,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,27,Caucasian,0,10,0,0,1,F,Resist Officer w/Violence,0,10,1,0
Male,43,African-American,0,6,0,0,9,F,Felony Battery,1,6,9,1
Male,26,Caucasian,0,4,0,0,11,F,arrest case no charge,0,4,11,0
Male,35,African-American,0,6,0,0,5,F,Driving While License Revoked,1,6,5,1
Male,25,African-American,0,9,1,0,11,F,Grand Theft in the 3rd Degree,1,9,11,1
Male,61,African-American,0,1,0,0,1,F,Felony Driving While Lic Suspd,1,1,1,1
Male,53,Caucasian,0,6,0,0,1,F,arrest case no charge,1,6,1,1
Female,27,Hispanic,0,3,0,0,0,F,Grand Theft in the 3rd Degree,1,3,0,0
Female,52,African-American,0,1,0,0,1,F,Uttering a Forged Instrument,0,1,1,0
Male,26,Caucasian,0,9,0,0,7,M,Petit Theft,1,9,7,1
Male,39,African-American,0,2,0,0,1,M,Possess Cannabis/20 Grams Or Less,1,2,1,1
Male,47,African-American,0,4,0,0,5,F,arrest case no charge,0,4,5,0
Male,50,Caucasian,0,1,0,0,1,F,Possession of Hydromorphone,0,1,1,0
Female,52,Caucasian,0,7,0,0,6,M,Theft/To Deprive,0,7,6,0
Female,41,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,37,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Female,24,African-American,0,7,0,0,0,F,Retail Theft $300 1st Offense,0,7,0,0
Female,34,African-American,0,9,0,0,14,F,Crim Use of Personal ID Info,0,9,14,0
Male,24,African-American,0,6,0,0,5,F,Uttering a Forged Instrument,1,6,5,1
Male,20,Other,0,4,0,0,0,M,Burglary Dwelling Occupied,1,4,0,1
Male,25,Caucasian,0,3,0,0,1,M,Possess Cannabis/20 Grams Or Less,1,3,1,1
Male,31,Caucasian,0,5,0,0,3,M,Resist/Obstruct W/O Violence,0,5,3,0
Female,62,Caucasian,0,1,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,1,0,0
Male,23,Caucasian,0,3,0,0,0,F,arrest case no charge,1,3,0,1
Female,60,Caucasian,0,7,0,0,0,F,Grand Theft in the 3rd Degree,0,7,0,0
Male,35,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Female,24,African-American,0,7,0,0,0,F,Grand Theft in the 3rd Degree,0,7,0,0
Female,56,Caucasian,0,2,0,0,1,F,arrest case no charge,1,2,1,1
Male,30,Caucasian,0,1,0,0,0,M,Driving Under The Influence,0,1,0,0
Male,41,Caucasian,0,9,0,0,17,M,Driving License Suspended,1,9,17,1
Male,35,Caucasian,0,5,0,0,4,F,Felony Driving While Lic Suspd,1,5,4,1
Female,28,Caucasian,0,4,0,0,0,M,Intoxicated/Safety Of Another,0,4,0,0
Male,23,African-American,0,10,1,0,1,M,Gambling/Gamb Paraphernalia,0,10,1,0
Male,56,African-American,0,1,0,0,0,F,Neglect/Abuse Elderly Person,0,1,0,0
Male,23,African-American,0,2,0,0,2,F,Traffick Amphetamine 28g><200g,1,2,2,1
Male,20,Hispanic,0,3,0,0,0,F,Burglary Unoccupied Dwelling,1,3,0,1
Male,37,Hispanic,0,2,1,0,4,F,arrest case no charge,1,2,4,0
Male,23,Caucasian,0,2,1,0,1,M,Battery,0,2,1,0
Male,21,African-American,0,9,0,0,0,F,Burglary Unoccupied Dwelling,1,9,0,1
Female,21,African-American,1,7,2,2,3,F,Grand Theft In The 3Rd Degree,1,7,3,0
Female,35,African-American,0,5,0,0,2,F,arrest case no charge,0,5,2,0
Male,33,Caucasian,0,3,0,0,3,M,Susp Drivers Lic 1st Offense,0,3,3,0
Male,21,Hispanic,0,4,0,0,0,F,Uttering a Forged Instrument,0,4,0,0
Male,41,African-American,2,9,1,0,9,M,Poss Of Controlled Substance,1,9,9,0
Male,24,African-American,0,5,0,0,0,F,Burglary Conveyance Unoccup,0,5,0,0
Male,20,Hispanic,0,10,0,0,2,F,Burglary Conveyance Unoccup,1,10,2,1
Male,28,African-American,0,8,0,0,9,F,"Poss3,4 Methylenedioxymethcath",1,8,9,1
Male,25,Native American,0,9,0,0,7,F,Burglary Conveyance Assault/Bat,1,9,7,0
Male,49,African-American,0,2,0,0,3,F,Possession of Cocaine,0,2,3,0
Female,22,Hispanic,0,6,0,0,0,F,Grand Theft in the 3rd Degree,0,6,0,0
Male,21,African-American,0,3,0,0,0,F,Burglary Conveyance Unoccup,1,3,0,1
Female,27,African-American,0,9,0,0,3,F,Grand Theft (Motor Vehicle),1,9,3,1
Male,32,African-American,0,7,0,0,4,F,arrest case no charge,1,7,4,1
Male,50,African-American,0,5,0,0,4,M,Assault,0,5,4,0
Female,23,African-American,0,3,0,0,0,M,Battery,0,3,0,0
Male,34,Caucasian,0,4,0,0,0,M,Battery,0,4,0,0
Male,35,African-American,0,4,0,0,1,M,Battery,0,4,1,0
Male,25,African-American,0,5,0,1,4,F,Robbery / No Weapon,1,5,4,1
Female,33,Caucasian,0,5,0,0,2,F,Criminal Mischief,1,5,2,1
Male,25,Other,0,4,0,0,1,M,Battery,1,4,1,1
Male,30,Hispanic,0,1,0,0,0,M,Battery,0,1,0,0
Male,42,Native American,0,2,0,0,0,M,Driving License Suspended,0,2,0,0
Female,29,Caucasian,0,10,0,0,11,F,Possession of Cocaine,1,10,11,1
Female,32,African-American,0,4,0,0,6,F,arrest case no charge,1,4,6,1
Male,24,Other,0,6,0,0,5,F,Possession of Cannabis,0,6,5,0
Male,52,African-American,0,1,0,0,3,F,arrest case no charge,0,1,3,0
Female,26,Caucasian,0,3,0,0,3,M,Battery,0,3,3,0
Male,31,Caucasian,0,3,0,0,2,F,Possession of Cocaine,1,3,2,1
Male,38,Hispanic,0,1,0,0,0,F,Felony Battery (Dom Strang),0,1,0,0
Male,47,Caucasian,0,1,0,0,2,M,Driving License Suspended,0,1,2,0
Male,25,African-American,0,7,0,0,5,F,arrest case no charge,0,7,5,0
Female,30,Caucasian,0,5,0,0,0,F,Possession of Cocaine,0,5,0,0
Male,20,African-American,0,10,0,0,0,M,Battery,1,10,0,1
Female,29,African-American,0,10,0,0,2,F,Grand Theft in the 3rd Degree,0,10,2,0
Male,24,Asian,0,3,0,0,0,F,Unauth Poss ID Card or DL,0,3,0,0
Male,31,Caucasian,0,4,0,0,0,F,Del of JWH-250 2-Methox 1-Pentyl,0,4,0,0
Female,54,Caucasian,0,2,0,0,12,F,Purchasing Of Alprazolam,0,2,12,0
Female,37,Caucasian,0,3,0,0,1,M,Driving Under The Influence,0,3,1,0
Male,43,Hispanic,0,2,0,0,0,M,Battery,1,2,0,1
Male,49,Caucasian,0,6,0,0,8,F,Felony DUI (level 3),1,6,8,1
Female,33,African-American,0,2,0,0,1,F,"Poss3,4 Methylenedioxymethcath",0,2,1,0
Male,20,African-American,0,9,0,0,1,F,arrest case no charge,0,9,1,0
Male,42,African-American,0,1,0,0,0,M,Leaving Acc/Unattended Veh,0,1,0,0
Male,44,Caucasian,0,2,0,0,0,F,Unauthorized Interf w/Railroad,1,2,0,1
Male,28,African-American,0,6,0,0,5,F,arrest case no charge,1,6,5,1
Male,32,African-American,0,6,0,0,4,F,arrest case no charge,1,6,4,1
Male,28,African-American,0,7,0,0,7,F,Aggravated Assault W/Dead Weap,1,7,7,1
Male,38,Caucasian,0,4,0,0,0,F,Aggravated Assault W/dead Weap,0,4,0,0
Male,38,African-American,0,4,0,0,3,F,Manufacture Cannabis,0,4,3,0
Male,21,Caucasian,0,4,0,0,1,F,Battery on Law Enforc Officer,0,4,1,0
Female,34,African-American,0,3,0,0,0,M,Battery,1,3,0,0
Male,21,Caucasian,0,6,0,0,1,F,Possession of Cannabis,1,6,1,1
